Default_ID,Loan_ID,Customer_ID,Default_Date,Default_Amount,Default_Reason,Recovery_Status,Recovery_Amount,Legal_Action
D003018,L022169,C022169,2024-07-03,79480,Business Failure,Full,16713,No
D003019,L040713,C040713,2023-08-31,27845,Business Failure,None,0,No
D003020,L000961,C000961,2022-04-28,37493,Medical Emergency,Full,0,No
D003021,L071471,C071471,2021-01-31,70916,Medical Emergency,None,0,Yes
D003022,L033296,C033296,2023-07-08,10377,Business Failure,Partial,28108,No
D003023,L068250,C068250,2024-06-10,41550,Medical Emergency,None,46110,Yes
D003024,L053539,C053539,2024-09-30,92322,Job Loss,None,37674,Yes
D003025,L014980,C014980,2021-01-25,20929,Business Failure,Partial,0,No
D003026,L065988,C065988,2024-11-04,93002,Other,Full,0,No
D003027,L040621,C040621,2023-09-22,28996,Other,None,16299,No
D003028,L085834,C085834,2024-05-05,10665,Job Loss,Partial,0,Yes
D003029,L081588,C081588,2021-11-02,37659,Business Failure,Full,0,Yes
D003030,L075311,C075311,2024-07-26,56842,Business Failure,Partial,42326,Yes
D003031,L071524,C071524,2022-05-24,20871,Business Failure,Full,0,Yes
D003032,L003898,C003898,2023-12-06,60535,Medical Emergency,Full,0,Yes
D003033,L000924,C000924,2021-02-03,65065,Medical Emergency,Full,8537,Yes
D003034,L019655,C019655,2021-10-21,74312,Medical Emergency,Partial,20167,No
D003035,L056281,C056281,2022-10-15,28378,Other,Full,35556,Yes
D003036,L082973,C082973,2021-08-19,11996,Business Failure,None,0,No
D003037,L063328,C063328,2021-06-07,67462,Medical Emergency,None,44039,No
D003038,L027681,C027681,2024-02-16,19856,Job Loss,None,0,No
D003039,L025485,C025485,2024-02-24,11117,Business Failure,Partial,0,No
D003040,L047921,C047921,2022-12-20,7747,Business Failure,Full,0,No
D003041,L007251,C007251,2022-10-14,72383,Business Failure,Full,40176,No
D003042,L007508,C007508,2024-10-31,65326,Medical Emergency,Full,44029,Yes
D003043,L071191,C071191,2023-10-28,5538,Other,Partial,39680,Yes
D003044,L013950,C013950,2022-04-08,25074,Other,Partial,0,Yes
D003045,L036286,C036286,2022-11-02,49564,Other,Full,0,No
D003046,L060007,C060007,2024-07-24,18809,Business Failure,Partial,32460,Yes
D003047,L000181,C000181,2024-07-12,50744,Other,Partial,3412,Yes
D003048,L084137,C084137,2021-02-11,86270,Other,None,0,Yes
D003049,L022514,C022514,2022-02-23,81619,Other,Partial,20662,No
D003050,L065644,C065644,2023-04-29,13696,Business Failure,Full,0,Yes
D003051,L012714,C012714,2021-12-03,93843,Job Loss,Partial,0,Yes
D003052,L042607,C042607,2023-06-14,12472,Other,Full,0,No
D003053,L005458,C005458,2024-01-30,96105,Medical Emergency,Partial,24120,No
D003054,L057198,C057198,2023-08-04,88333,Job Loss,None,42232,No
D003055,L069146,C069146,2022-11-14,72263,Business Failure,Partial,24927,No
D003056,L048471,C048471,2023-05-10,26984,Job Loss,Partial,41344,No
D003057,L046746,C046746,2023-08-26,17007,Medical Emergency,Full,0,No
D003058,L029908,C029908,2023-04-04,95525,Other,None,25246,Yes
D003059,L085550,C085550,2023-10-07,53501,Business Failure,Partial,0,Yes
D003060,L083677,C083677,2022-07-13,56581,Business Failure,Full,0,Yes
D003061,L020067,C020067,2021-03-25,81350,Job Loss,Partial,0,No
D003062,L034239,C034239,2024-07-03,7209,Other,Full,46130,No
D003063,L086027,C086027,2021-02-21,51490,Job Loss,None,29931,Yes
D003064,L021448,C021448,2024-12-15,89219,Medical Emergency,Full,17522,No
D003065,L015558,C015558,2022-09-17,97993,Job Loss,Partial,0,Yes
D003066,L057468,C057468,2021-10-06,47770,Medical Emergency,Partial,23427,No
D003067,L056484,C056484,2021-08-31,95826,Medical Emergency,Full,21196,Yes
D003068,L033629,C033629,2021-05-18,79365,Job Loss,Partial,0,Yes
D003069,L080653,C080653,2024-10-14,21724,Job Loss,Full,0,Yes
D003070,L088922,C088922,2024-01-28,37208,Other,Full,40504,No
D003071,L028618,C028618,2023-02-23,88991,Job Loss,None,42385,No
D003072,L055652,C055652,2023-10-26,59560,Medical Emergency,None,23604,No
D003073,L034888,C034888,2023-05-20,86859,Job Loss,None,8684,Yes
D003074,L045535,C045535,2024-12-20,44371,Job Loss,None,0,No
D003075,L042069,C042069,2024-10-29,51884,Medical Emergency,Full,18873,Yes
D003076,L023947,C023947,2021-05-09,26519,Other,Partial,0,No
D003077,L078853,C078853,2024-11-28,46705,Other,None,0,No
D003078,L082013,C082013,2021-08-17,76564,Business Failure,Full,0,Yes
D003079,L022228,C022228,2021-04-29,11406,Other,Full,8482,No
D003080,L036206,C036206,2023-10-08,95639,Medical Emergency,Full,4248,Yes
D003081,L045066,C045066,2024-05-02,27777,Job Loss,None,10754,Yes
D003082,L040230,C040230,2023-04-16,78799,Medical Emergency,Partial,24657,No
D003083,L037847,C037847,2024-01-01,40788,Business Failure,Full,9489,Yes
D003084,L083099,C083099,2022-03-19,58731,Medical Emergency,Partial,0,Yes
D003085,L033344,C033344,2022-08-10,72742,Business Failure,None,41728,No
D003086,L051129,C051129,2022-07-08,30572,Other,Full,30041,Yes
D003087,L079820,C079820,2024-10-22,47603,Medical Emergency,None,0,Yes
D003088,L060415,C060415,2024-06-08,56507,Job Loss,None,0,Yes
D003089,L045634,C045634,2023-01-29,63175,Other,None,6220,No
D003090,L049182,C049182,2022-08-25,17151,Medical Emergency,Partial,47435,No
D003091,L065220,C065220,2023-04-11,21040,Other,Full,38843,Yes
D003092,L046956,C046956,2024-03-18,93962,Medical Emergency,None,46612,Yes
D003093,L061349,C061349,2023-12-12,38902,Business Failure,Partial,0,No
D003094,L049222,C049222,2021-10-04,29696,Business Failure,Partial,15154,Yes
D003095,L005493,C005493,2022-03-08,35191,Job Loss,Partial,45763,No
D003096,L075309,C075309,2022-09-06,39197,Job Loss,Full,0,Yes
D003097,L018936,C018936,2022-05-20,25778,Job Loss,Full,36810,Yes
D003098,L015020,C015020,2021-07-28,44611,Other,Full,47915,No
D003099,L039351,C039351,2022-08-29,34963,Business Failure,None,3561,Yes
D003100,L063883,C063883,2021-07-06,46928,Business Failure,Full,25913,Yes
D003101,L037375,C037375,2021-08-28,80561,Job Loss,Partial,0,No
D003102,L081592,C081592,2021-03-25,78649,Business Failure,Partial,36668,Yes
D003103,L050370,C050370,2021-02-25,84424,Medical Emergency,Full,0,Yes
D003104,L077131,C077131,2024-09-21,90361,Job Loss,None,44980,No
D003105,L025574,C025574,2022-06-25,28931,Business Failure,Partial,24670,Yes
D003106,L083869,C083869,2022-12-13,14165,Business Failure,None,4201,No
D003107,L073691,C073691,2024-05-17,20182,Other,Full,0,No
D003108,L003517,C003517,2022-08-03,53745,Job Loss,Partial,0,Yes
D003109,L083818,C083818,2021-02-07,56494,Business Failure,Partial,0,No
D003110,L003263,C003263,2023-05-11,41024,Other,None,0,No
D003111,L068680,C068680,2024-11-13,17256,Medical Emergency,None,0,Yes
D003112,L022577,C022577,2021-07-27,6482,Job Loss,Partial,0,No
D003113,L029675,C029675,2021-05-23,59505,Other,None,0,Yes
D003114,L044647,C044647,2022-12-26,10748,Job Loss,Full,0,Yes
D003115,L004089,C004089,2022-05-21,35256,Job Loss,Partial,17626,No
D003116,L042269,C042269,2021-10-10,99175,Job Loss,Partial,0,No
D003117,L079581,C079581,2021-07-31,66441,Business Failure,Partial,13833,Yes
D003118,L058082,C058082,2023-08-08,42718,Other,Partial,0,Yes
D003119,L062444,C062444,2023-10-23,68787,Job Loss,None,0,Yes
D003120,L078291,C078291,2024-05-13,93141,Business Failure,Full,0,Yes
D003121,L026770,C026770,2023-11-24,71568,Other,Partial,0,No
D003122,L057076,C057076,2024-01-04,34799,Job Loss,Partial,0,Yes
D003123,L024362,C024362,2024-04-24,52220,Job Loss,Full,0,Yes
D003124,L015957,C015957,2022-04-04,52071,Other,Full,0,Yes
D003125,L071927,C071927,2024-03-01,7437,Job Loss,Partial,32797,Yes
D003126,L019782,C019782,2021-01-24,22137,Medical Emergency,Full,26759,No
D003127,L074223,C074223,2021-08-06,72746,Medical Emergency,Full,0,No
D003128,L002948,C002948,2023-03-18,67942,Medical Emergency,Full,0,No
D003129,L074017,C074017,2024-01-19,58014,Business Failure,Partial,0,Yes
D003130,L057221,C057221,2023-04-30,95285,Job Loss,Partial,42474,Yes
D003131,L049472,C049472,2022-09-11,86884,Medical Emergency,Full,0,Yes
D003132,L087313,C087313,2023-04-20,19452,Business Failure,Full,32527,Yes
D003133,L007490,C007490,2024-06-03,58813,Medical Emergency,Partial,41777,Yes
D003134,L000535,C000535,2024-10-24,78103,Job Loss,Full,37934,No
D003135,L024787,C024787,2022-05-30,55311,Business Failure,Partial,0,No
D003136,L089053,C089053,2022-08-26,74515,Business Failure,None,0,No
D003137,L052904,C052904,2023-02-07,43176,Business Failure,Full,0,No
D003138,L081086,C081086,2023-05-19,50004,Medical Emergency,Partial,0,No
D003139,L035936,C035936,2023-11-22,20382,Medical Emergency,Partial,0,No
D003140,L056616,C056616,2024-03-29,77461,Other,None,42191,Yes
D003141,L028167,C028167,2021-02-01,37718,Job Loss,Partial,0,Yes
D003142,L011211,C011211,2023-11-30,28797,Medical Emergency,Partial,0,No
D003143,L081182,C081182,2023-05-09,73443,Other,Partial,0,No
D003144,L005779,C005779,2022-02-03,72928,Business Failure,None,42468,No
D003145,L055439,C055439,2022-09-26,6028,Other,None,0,No
D003146,L086530,C086530,2021-07-06,26621,Other,Partial,15035,No
D003147,L014207,C014207,2022-02-06,77216,Other,Full,0,No
D003148,L051096,C051096,2023-06-04,71302,Job Loss,None,0,No
D003149,L066756,C066756,2022-05-09,82005,Other,Full,0,No
D003150,L058982,C058982,2021-11-27,90780,Other,Partial,38775,No
D003151,L043867,C043867,2023-01-29,94243,Other,None,0,No
D003152,L002086,C002086,2024-03-02,53083,Business Failure,Full,29379,No
D003153,L049772,C049772,2021-09-24,95872,Job Loss,Partial,21398,No
D003154,L083354,C083354,2021-02-08,25957,Job Loss,Full,2575,Yes
D003155,L038459,C038459,2024-08-19,29967,Job Loss,None,13006,Yes
D003156,L019871,C019871,2023-08-18,48141,Business Failure,Partial,0,No
D003157,L083650,C083650,2023-12-03,78855,Other,None,0,Yes
D003158,L027213,C027213,2022-10-27,43524,Job Loss,None,0,Yes
D003159,L050528,C050528,2021-02-26,45234,Job Loss,Partial,34829,No
D003160,L062445,C062445,2022-04-27,85033,Business Failure,Full,9856,No
D003161,L007454,C007454,2022-10-04,11115,Medical Emergency,None,29700,Yes
D003162,L066533,C066533,2024-04-27,35870,Business Failure,Full,0,Yes
D003163,L083933,C083933,2022-03-22,43021,Other,Full,29175,Yes
D003164,L029237,C029237,2021-11-28,84588,Business Failure,Partial,0,Yes
D003165,L027056,C027056,2022-03-16,81464,Medical Emergency,None,0,No
D003166,L072761,C072761,2023-08-24,81743,Medical Emergency,Partial,44465,No
D003167,L036633,C036633,2022-07-01,57815,Other,Full,0,No
D003168,L068682,C068682,2023-10-19,36218,Medical Emergency,None,0,No
D003169,L051773,C051773,2022-12-08,63000,Job Loss,None,0,No
D003170,L040046,C040046,2023-03-27,84856,Medical Emergency,None,25147,Yes
D003171,L029285,C029285,2024-12-02,85940,Business Failure,Partial,0,Yes
D003172,L022412,C022412,2024-05-20,24541,Job Loss,Partial,46429,Yes
D003173,L088635,C088635,2024-11-08,81627,Medical Emergency,Partial,40086,Yes
D003174,L062522,C062522,2023-02-22,97147,Other,Full,0,Yes
D003175,L083381,C083381,2024-09-27,46629,Business Failure,Partial,0,No
D003176,L032350,C032350,2023-02-09,78512,Business Failure,Full,9199,No
D003177,L007043,C007043,2024-02-12,18943,Business Failure,Partial,0,No
D003178,L007756,C007756,2021-06-22,40842,Business Failure,Full,33607,No
D003179,L069707,C069707,2021-05-18,53559,Medical Emergency,None,0,No
D003180,L060022,C060022,2021-12-11,45317,Medical Emergency,Partial,34530,Yes
D003181,L076950,C076950,2022-04-23,20533,Job Loss,Partial,0,No
D003182,L061461,C061461,2022-09-20,28883,Other,Partial,0,No
D003183,L024522,C024522,2021-03-14,98817,Job Loss,Full,0,No
D003184,L008315,C008315,2024-05-27,17751,Job Loss,Full,0,No
D003185,L078806,C078806,2024-01-02,27746,Medical Emergency,Full,19420,Yes
D003186,L057089,C057089,2024-11-20,31338,Other,Full,1813,Yes
D003187,L008782,C008782,2022-03-01,84796,Job Loss,None,0,Yes
D003188,L031348,C031348,2024-05-19,37684,Job Loss,Full,0,No
D003189,L031441,C031441,2023-06-04,77904,Business Failure,Partial,0,Yes
D003190,L041919,C041919,2022-01-19,83547,Medical Emergency,Partial,47551,No
D003191,L055636,C055636,2023-03-26,34686,Business Failure,Partial,40903,Yes
D003192,L067928,C067928,2021-05-28,54867,Other,None,5705,Yes
D003193,L010739,C010739,2023-01-01,88665,Business Failure,Full,0,Yes
D003194,L083691,C083691,2024-10-13,91893,Business Failure,None,0,No
D003195,L045703,C045703,2023-07-14,46249,Business Failure,None,0,Yes
D003196,L013487,C013487,2023-10-05,46086,Business Failure,Full,0,Yes
D003197,L015034,C015034,2024-10-12,35861,Other,Full,0,Yes
D003198,L054101,C054101,2022-02-01,84508,Business Failure,None,32103,No
D003199,L045681,C045681,2021-06-11,94337,Other,None,0,Yes
D003200,L070165,C070165,2023-08-20,94559,Job Loss,Partial,0,No
D003201,L034401,C034401,2022-01-14,74289,Other,Partial,0,No
D003202,L084762,C084762,2021-09-14,87712,Other,None,0,Yes
D003203,L035874,C035874,2022-07-18,88458,Business Failure,Partial,38487,No
D003204,L026507,C026507,2023-09-15,14238,Other,Full,18023,Yes
D003205,L025105,C025105,2021-03-07,51781,Other,Full,28067,Yes
D003206,L054185,C054185,2022-10-07,18935,Business Failure,Full,0,Yes
D003207,L038000,C038000,2021-08-05,99646,Job Loss,None,46110,Yes
D003208,L019417,C019417,2022-05-21,32577,Job Loss,None,22033,Yes
D003209,L052220,C052220,2022-07-05,30794,Medical Emergency,None,0,No
D003210,L052437,C052437,2024-10-21,59531,Other,Full,0,No
D003211,L020154,C020154,2023-10-30,8426,Job Loss,Partial,12806,No
D003212,L061772,C061772,2023-07-01,47480,Other,None,30446,Yes
D003213,L060831,C060831,2022-10-13,57483,Other,Full,0,Yes
D003214,L054731,C054731,2024-06-30,89108,Job Loss,None,48890,Yes
D003215,L041306,C041306,2023-08-16,91036,Medical Emergency,None,0,No
D003216,L061182,C061182,2022-04-26,71110,Business Failure,Full,0,Yes
D003217,L055889,C055889,2024-04-29,58220,Job Loss,None,0,No
D003218,L029879,C029879,2024-05-02,42754,Medical Emergency,None,0,Yes
D003219,L033916,C033916,2023-11-27,11437,Medical Emergency,Full,2339,Yes
D003220,L030337,C030337,2024-12-19,16403,Medical Emergency,Full,37472,No
D003221,L057483,C057483,2024-12-01,64853,Business Failure,Full,0,Yes
D003222,L064445,C064445,2024-01-06,67636,Other,Full,49382,No
D003223,L086422,C086422,2023-07-05,36716,Other,Partial,37421,Yes
D003224,L057508,C057508,2022-12-26,99997,Other,Full,14366,No
D003225,L025839,C025839,2024-12-09,49584,Medical Emergency,Full,17950,Yes
D003226,L033296,C033296,2022-04-02,82827,Other,None,0,Yes
D003227,L021052,C021052,2021-11-11,59080,Business Failure,Full,0,No
D003228,L014249,C014249,2022-11-22,8309,Other,None,0,Yes
D003229,L010741,C010741,2023-05-23,34055,Job Loss,None,0,Yes
D003230,L072564,C072564,2024-10-24,82769,Medical Emergency,Full,0,Yes
D003231,L062263,C062263,2022-11-12,97200,Other,Full,0,Yes
D003232,L064071,C064071,2023-07-23,25396,Business Failure,None,24116,No
D003233,L016235,C016235,2024-07-31,27961,Job Loss,Partial,46159,No
D003234,L020419,C020419,2023-08-15,61012,Medical Emergency,Full,0,Yes
D003235,L023795,C023795,2024-03-07,52661,Job Loss,None,0,No
D003236,L018072,C018072,2021-01-17,40494,Medical Emergency,Full,39216,Yes
D003237,L046879,C046879,2022-10-21,11544,Other,Partial,8825,Yes
D003238,L026404,C026404,2021-07-31,9896,Business Failure,Full,0,No
D003239,L001485,C001485,2023-03-23,66101,Business Failure,Partial,39390,No
D003240,L030190,C030190,2022-07-22,73848,Medical Emergency,Partial,0,Yes
D003241,L084191,C084191,2024-04-23,46238,Other,Full,0,No
D003242,L067650,C067650,2023-12-08,61671,Medical Emergency,None,0,Yes
D003243,L020389,C020389,2022-11-30,93724,Medical Emergency,None,29153,No
D003244,L065902,C065902,2024-11-01,42710,Job Loss,Partial,7196,Yes
D003245,L086290,C086290,2022-02-12,15257,Medical Emergency,Full,0,Yes
D003246,L039573,C039573,2022-11-22,17538,Medical Emergency,Partial,40500,Yes
D003247,L014613,C014613,2021-12-11,16629,Medical Emergency,None,33228,Yes
D003248,L040421,C040421,2021-01-27,54887,Other,None,10341,No
D003249,L051398,C051398,2021-08-27,9131,Other,None,0,No
D003250,L066586,C066586,2024-10-13,23175,Business Failure,Partial,0,Yes
D003251,L041432,C041432,2022-10-21,78002,Medical Emergency,Partial,0,No
D003252,L043934,C043934,2024-08-06,48689,Business Failure,None,40866,No
D003253,L054890,C054890,2023-10-14,34434,Other,Partial,0,Yes
D003254,L043148,C043148,2022-07-21,66090,Other,Partial,0,No
D003255,L039088,C039088,2022-01-29,59787,Other,None,17562,Yes
D003256,L051506,C051506,2023-11-28,61602,Other,Partial,0,No
D003257,L044144,C044144,2022-07-16,43315,Other,Partial,16525,Yes
D003258,L016186,C016186,2024-10-10,95572,Other,Full,42692,Yes
D003259,L070969,C070969,2024-04-14,33898,Business Failure,None,48185,No
D003260,L006164,C006164,2023-04-11,26165,Job Loss,Partial,0,No
D003261,L077726,C077726,2023-05-13,71953,Other,None,0,Yes
D003262,L061513,C061513,2024-04-11,41500,Other,Partial,49473,No
D003263,L006387,C006387,2021-12-16,47061,Medical Emergency,Partial,27416,No
D003264,L027842,C027842,2022-12-22,27673,Job Loss,Partial,0,No
D003265,L082303,C082303,2021-11-16,11256,Business Failure,Full,38181,Yes
D003266,L026449,C026449,2023-10-31,69361,Medical Emergency,None,21955,No
D003267,L012564,C012564,2024-01-08,16642,Job Loss,None,0,No
D003268,L060519,C060519,2024-03-01,94623,Job Loss,None,0,No
D003269,L078091,C078091,2021-02-21,6097,Job Loss,None,0,Yes
D003270,L067924,C067924,2021-03-12,71388,Job Loss,Full,42324,No
D003271,L068533,C068533,2023-11-18,58214,Other,None,8502,No
D003272,L060021,C060021,2021-03-28,35151,Other,None,0,Yes
D003273,L025532,C025532,2022-07-06,37011,Medical Emergency,Partial,0,No
D003274,L008620,C008620,2024-11-14,56601,Business Failure,Partial,2742,Yes
D003275,L055151,C055151,2024-08-25,29958,Business Failure,None,0,Yes
D003276,L068085,C068085,2023-03-20,65155,Other,Full,0,No
D003277,L079290,C079290,2024-08-03,91321,Medical Emergency,Partial,11089,Yes
D003278,L054079,C054079,2022-09-06,77979,Medical Emergency,Full,34394,No
D003279,L081470,C081470,2024-03-02,9119,Medical Emergency,None,0,No
D003280,L032282,C032282,2024-02-17,72676,Job Loss,None,0,No
D003281,L012601,C012601,2022-09-07,9758,Medical Emergency,Partial,0,Yes
D003282,L045352,C045352,2024-03-17,49337,Job Loss,Partial,7256,No
D003283,L079059,C079059,2024-03-22,83685,Business Failure,Full,0,No
D003284,L088419,C088419,2022-08-01,37854,Job Loss,None,17756,Yes
D003285,L080205,C080205,2024-05-09,21362,Business Failure,Full,5632,No
D003286,L003264,C003264,2024-03-19,78487,Job Loss,Partial,32046,Yes
D003287,L086428,C086428,2022-10-16,45743,Job Loss,Partial,0,Yes
D003288,L027826,C027826,2021-06-05,17464,Other,None,13771,Yes
D003289,L026712,C026712,2022-10-15,78460,Other,Partial,0,Yes
D003290,L025270,C025270,2023-09-01,94145,Job Loss,None,22139,Yes
D003291,L013870,C013870,2022-08-09,7057,Other,None,14403,No
D003292,L057846,C057846,2023-10-01,69512,Medical Emergency,None,0,No
D003293,L079497,C079497,2022-12-13,12231,Other,None,7908,No
D003294,L024747,C024747,2021-06-24,67970,Business Failure,Partial,0,Yes
D003295,L001867,C001867,2024-06-16,87947,Medical Emergency,None,0,No
D003296,L083668,C083668,2021-07-30,23919,Medical Emergency,None,0,No
D003297,L083596,C083596,2021-08-17,40219,Other,None,10953,Yes
D003298,L082612,C082612,2022-07-30,69100,Medical Emergency,Partial,0,No
D003299,L066360,C066360,2024-06-17,12062,Business Failure,None,14019,Yes
D003300,L011645,C011645,2021-11-09,8067,Business Failure,Full,1878,No
D003301,L037250,C037250,2024-10-11,47290,Medical Emergency,None,48110,Yes
D003302,L007451,C007451,2021-07-01,58720,Other,None,0,No
D003303,L042790,C042790,2021-02-05,58965,Business Failure,None,10156,No
D003304,L039551,C039551,2022-05-22,25118,Business Failure,Full,20650,Yes
D003305,L052002,C052002,2022-02-08,30314,Medical Emergency,None,0,Yes
D003306,L059187,C059187,2022-02-26,51770,Job Loss,Partial,0,No
